755.9250254613705,0.0,0.0
711.7362247829093,0.0,0.0
705.6607448168463,0.0,0.0
703.8495417224007,0.0,0.0
695.297439281491,0.0,0.0
688.469915872208,0.0,0.0
701.4415468227917,0.0,0.0
696.7030125703866,0.0,0.0
696.1317927058008,0.0,0.0
695.4711752792692,0.0,0.0
699.5014968726771,0.0,0.0
697.7916769743903,0.0,0.0
685.8928686512673,0.0,0.0
703.5607072715143,0.0,0.0
705.8947708408384,0.0,0.0
705.7412124587097,0.0,0.0
709.0083039325119,0.0,0.0
690.6885880247326,0.0,0.0
697.5962932921409,0.0,0.0
690.7428413020957,0.0,0.0
