x_axis,y_axis,z_axis
-3.1029356451836287,0.48359175277747796,11.21796123258265
0.43780681468097116,0.351543364579128,9.495339011907614
0.39040471914114755,0.29933665597139675,9.473586184635826
2.9682984105648966,0.2682180524232743,9.541236569019551
0.2589816660352782,0.1939635564162968,9.750574623582333
0.20652063384660138,0.15378365171348007,9.807545149734592
0.16433180543513703,0.12132343051899272,9.772654949691503
0.13038696328028493,0.09649493773857123,9.715393422552669
0.10213459820635949,0.07613003813883722,9.766932549797504
0.08004809255033234,0.059954929227210206,9.72975973835586
0.061874572884488395,0.04685454469894112,9.753900859376632
0.04723698331747424,0.03670964284255624,9.800166619601978
0.035341116868952985,0.028781652408505925,9.790087992776979
0.025848217987549372,0.022512180859241775,9.797872087487498
0.018002611673068783,0.017617429220415294,9.847042087215486
0.01181896665305174,0.013829650724521431,9.786435596509783
0.006763032985752306,0.010820180566413004,9.758386136650959
0.0026694697643607685,0.00853232954047984,9.804744019040864
-0.0006556314384295793,0.006644012095791222,9.796590092541058
-0.0033453167799834026,0.005279038779809526,9.761495785909192
-0.005502284454312304,0.004188227095123387,9.805963430960439
-0.007174967318294968,0.003328065368856665,9.798415550870768
-0.008533699205820746,0.0026603715886316464,9.833234576114346
-0.009270039070638792,0.0021289538569268804,9.833249974076308
-0.009508763878257288,0.001724847327676829,9.808807632582283
-0.009173170507471785,0.0013983843001845206,9.767130133802747
-0.008349012676953505,0.001133671972454019,9.817595374240817
-0.006909289661438523,0.000912713471453055,9.75538441923631
-0.0051253370860806936,0.0007511520132505548,9.807960807576483
-0.003027823026274725,0.0006110145253177393,9.81048274502196
-0.0007484322821107146,0.0004957278379975689,9.824019782256704
0.0015760747710379674,0.00040442373963900185,9.804403105979826
0.003800455665847918,0.00032799708193757344,9.78869058997644
0.005824613593220957,0.0002671771985723496,9.817393889106265
0.007515157564698318,0.00021633997808941457,9.821246344167012
0.008700195199128125,0.00017407337230685615,9.819533106100634
0.009332876366239043,0.00013953819205111907,9.84954935001254
0.009552815718959476,0.00011212628963483508,9.846104346323372
0.009075762916589555,8.890823876311087e-05,9.791674388634455
0.008120108017570791,7.059831042672498e-05,9.853630783903354
0.006650747073487419,5.542264718682704e-05,9.841824895840654
0.004796905098464597,4.349413052798519e-05,9.744929140900146
0.0026343416485568785,3.375738439031093e-05,9.784838572312067
0.00034242628704374853,2.619445713670442e-05,9.830060200881245
-0.001996762526354098,2.013396053310672e-05,9.814676952230183
-0.004195150095915844,1.529012012706202e-05,9.884163053060453
-0.0061525427206763385,1.1583814294655966e-05,9.889144661017651
-0.00774686518513463,8.810369902746356e-06,9.800877953924338
-0.008869117443165602,6.5761687540989646e-06,9.811404967386283
-0.00943624250713613,4.875456871998329e-06,9.806408047809022
-0.00951850092730583,3.6100479110233006e-06,9.823165525228942
-0.008978584492272536,2.652513111750187e-06,9.82290394495779
-0.007882538507405393,1.9519425080088447e-06,9.805919233816601
-0.006358810245355346,1.420694809878525e-06,9.778807723176628
-0.004440059212170219,1.0394024923880233e-06,9.78057056653125
-0.002242032888293272,7.648576117922787e-07,9.829302993957755
6.946110657141243e-05,5.670870989408457e-07,9.793480532848308
0.002390851738762413,4.2072975421913594e-07,9.789000673674746
0.004543244807619029,3.1554088464200747e-07,9.83539410150102
0.0064737241814636385,2.4335923566577325e-07,9.836976982438598
0.007989069392414113,1.9324729783330712e-07,9.809270835708148
0.008991274588704155,1.5387767777509477e-07,9.785282686508655
0.009492701593681792,1.2582444340623504e-07,9.774518736392949
0.009458696669618754,1.044140173462199e-07,9.840327432058725
0.00883402618632621,8.709157798395729e-08,9.926642251649893
0.007601406609866407,7.360447099151124e-08,9.807624674793772
0.006033909089251179,6.28087536102175e-08,9.843611148815464
0.004076546662537414,5.277879710882667e-08,9.748094146886574
0.0018464619887406323,4.39315708645002e-08,9.847092638974324
-0.00047789961542560864,3.641180042536705e-08,9.803153303989868
-0.0027893803545619373,2.9749343803060407e-08,9.855443375599984
-0.0049333471520776025,2.3614267208133602e-08,9.791107560414382
-0.006733933518246933,1.8385726901678654e-08,9.80372930254538
-0.008177193920337994,1.3786404397081434e-08,9.836430514253202
-0.009151273619870535,9.775902301112835e-09,9.850974969480205
-0.009563000391414332,6.3735491659595614e-09,9.8396691544653
-0.009333061343847681,3.5168103326488697e-09,9.885496938879891
-0.008619191101607322,1.1789262370695785e-09,9.817901458674301
-0.0074049047804599505,-6.841264237041042e-10,9.816846475746987
-0.005687931571535208,-2.1305819360401647e-09,9.757276645810705
-0.0036919428247822405,-3.1793975330232864e-09,9.80015493913928
-0.0014450937179551176,-3.9003825385325666e-09,9.858578914393147
0.0008909234130004291,-4.330620370877665e-09,9.865071311620703
0.003149982612922792,-4.468094649092777e-09,9.822266371303344
0.005254330282469019,-4.417404921485939e-09,9.846867332815942
0.007055871526558204,-4.1843557939285494e-09,9.85873378886494
0.008393267897654063,-3.781069445793866e-09,9.834287006167783
